No,name,region,address,경도,위도,상태
378,가평 아홉마지기마을,경기 가평군,경기도 가평군 가평읍 용추로 238,127.487440724965,37.8483248616631,정좌표
379,수원사(수원),경기 수원시,경기도 수원시 팔달구 수원천로 300,127.018976675161,37.2807745682807,정좌표
380,청강 만화역사박물관,경기 이천시,경기도 이천시 마장면 청강가창로 389-94,127.356658333751,37.2063223537495,정좌표
381,농심 안양공장,경기 군포시,경기도 군포시 농심로 35,126.953973804668,37.3608046387894,정좌표
383,율봄식물원,경기 광주시,경기도 광주시 퇴촌면 태허정로 267-54,127.270440971141,37.4699771132967,정좌표
384,아라크노피아 생태수목원·주필거미박물관,경기 남양주시,경기도 남양주시 조안면 운길산로 316,127.282269648627,37.5672609808143,정좌표
385,고양 구 일산역사,경기 고양시,경기도 고양시 일산서구 고양대로662번길 35,126.768550003334,37.6830040080495,정좌표
386,스파라스파 (곤지암리조트),경기 광주시,경기도 광주시 도척면 도척윗로 278,127.29343490253,37.3369646093215,정좌표
387,원평허브농원,경기 화성시,경기도 화성시 매송면 매봉로 40-16,126.922556953208,37.2459667042947,정좌표
388,통일공원(파주),경기 파주시,경기도 파주시 파주읍 통일로 1586-24,126.789896425928,37.8491059183937,정좌표
389,여주도자세상,경기 여주시,경기도 여주시 신륵사길 7,127.654548475634,37.3001488734565,정좌표
390,과천향교,경기,경기도 과천시 자하동길 18,126.987313731959,37.4339244807853,정좌표
391,허브빌리지,경기 연천군,경기도 연천군 왕징면 북삼로20번길 37,127.004814135539,38.0891571104043,정좌표
392,의왕자연학습공원(레솔레파크),경기 의왕시,경기도 의왕시 왕송못동로 307,126.951502650406,37.3072748798397,정좌표
393,대광사(성남),경기 성남시,경기도 성남시 분당구 구미로185번길 30,127.127635919744,37.3467446219019,정좌표
395,홍승인고가,경기 화성시,경기도 화성시 정남면 서봉로851번길 34-15,126.959429357549,37.1521133063049,정좌표
397,안양사,경기 안양시,경기도 안양시 만안구 예술공원로131번길 103,126.924158358893,37.4223644458482,정좌표
398,솔밭공원,경기 안성시,경기도 안성시 안성맞춤대로 1143,127.268004115517,37.0146912064771,정좌표
399,팀업캠퍼스,경기 광주시,경기도 광주시 곤지암읍 경충대로 729,127.323701745366,37.3524893536221,정좌표
400,서계박세당 사랑채,경기 의정부시,경기도 의정부시 동일로128번길 36,127.057570933008,37.7002765836643,정좌표
402,여주도예단지,경기 여주시,경기도 여주시 여양로 254,127.647239016618,37.3049400985964,정좌표
403,봉국사(성남),경기 성남시,경기도 성남시 수정구 태평로 79,127.135526518473,37.4505572068629,정좌표
404,연천 고랑포구 역사공원,경기 연천군,경기도 연천군 장남면 장남로 270,126.847719160049,37.9880303026137,정좌표
405,한탄강변자연생태탐방로(벼롯길),경기 포천시,경기도 포천시 영북면 운천리 783-18,127.251379364768,38.0972871694473,정좌표
406,양주향교,경기 양주시,경기도 양주시 부흥로1423번길 50,127.032770944568,37.7866695107528,정좌표
